scene,frame,style,method,cosine_sim
scene_75,00000060,watercolor,stylized,0.669922
scene_75,00000060,oil_painting,stylized,0.772949
scene_75,00000060,impressionism,stylized,0.657715
scene_75,00000060,engraving,stylized,0.729004
scene_75,00000065,watercolor,stylized,0.583984
scene_75,00000065,oil_painting,stylized,0.727539
scene_75,00000065,impressionism,stylized,0.71582
scene_75,00000065,engraving,stylized,0.516602
scene_78,00000000,watercolor,stylized,0.674316
scene_78,00000000,oil_painting,stylized,0.958984
scene_78,00000000,impressionism,stylized,0.557129
scene_78,00000000,engraving,stylized,0.459473
scene_78,00000005,watercolor,stylized,0.676758
scene_78,00000005,oil_painting,stylized,0.896973
scene_78,00000005,impressionism,stylized,0.663574
scene_78,00000005,engraving,stylized,0.779785
scene_78,00000010,watercolor,stylized,0.487061
scene_78,00000010,oil_painting,stylized,0.96875
scene_78,00000010,impressionism,stylized,0.473389
scene_78,00000010,engraving,stylized,0.653809
scene_78,00000015,watercolor,stylized,0.375488
scene_78,00000015,oil_painting,stylized,0.92041
scene_78,00000015,impressionism,stylized,0.426514
scene_78,00000015,engraving,stylized,0.744141
scene_78,00000020,watercolor,stylized,0.403076
scene_78,00000020,oil_painting,stylized,0.933105
scene_78,00000020,impressionism,stylized,0.557129
scene_78,00000020,engraving,stylized,0.669434
scene_78,00000025,watercolor,stylized,0.24646
scene_78,00000025,oil_painting,stylized,0.944336
scene_78,00000025,impressionism,stylized,0.333252
scene_78,00000025,engraving,stylized,0.750488
scene_78,00000030,watercolor,stylized,0.22522
scene_78,00000030,oil_painting,stylized,0.816895
scene_78,00000030,impressionism,stylized,0.131226
scene_78,00000030,engraving,stylized,0.64502
scene_78,00000035,watercolor,stylized,0.780273
scene_78,00000035,oil_painting,stylized,0.901367
scene_78,00000035,impressionism,stylized,0.579102
scene_78,00000035,engraving,stylized,0.674805
scene_78,00000040,watercolor,stylized,0.708984
scene_78,00000040,oil_painting,stylized,0.924805
scene_78,00000040,impressionism,stylized,0.625488
scene_78,00000040,engraving,stylized,0.819824
scene_78,00000045,watercolor,stylized,0.677734
scene_78,00000045,oil_painting,stylized,0.909668
scene_78,00000045,impressionism,stylized,0.415283
scene_78,00000045,engraving,stylized,0.499268
scene_78,00000050,watercolor,stylized,0.754395
scene_78,00000050,oil_painting,stylized,0.904297
scene_78,00000050,impressionism,stylized,0.261719
scene_78,00000050,engraving,stylized,0.561035
scene_78,00000055,watercolor,stylized,0.394775
scene_78,00000055,oil_painting,stylized,0.948242
scene_78,00000055,impressionism,stylized,0.468994
scene_78,00000055,engraving,stylized,0.429688
scene_78,00000060,watercolor,stylized,0.436768
scene_78,00000060,oil_painting,stylized,0.938965
scene_78,00000060,impressionism,stylized,0.443115
scene_78,00000060,engraving,stylized,0.786621
scene_78,00000065,watercolor,stylized,0.683105
scene_78,00000065,oil_painting,stylized,0.933594
scene_78,00000065,impressionism,stylized,0.477539
scene_78,00000065,engraving,stylized,0.717285
scene_79,00000000,watercolor,stylized,0.323975
scene_79,00000000,oil_painting,stylized,0.79541
scene_79,00000000,impressionism,stylized,0.258789
scene_79,00000000,engraving,stylized,0.843262
scene_79,00000005,watercolor,stylized,0.458496
scene_79,00000005,oil_painting,stylized,0.632812
scene_79,00000005,impressionism,stylized,0.568359
scene_79,00000005,engraving,stylized,0.563965
scene_79,00000010,watercolor,stylized,0.555176
scene_79,00000010,oil_painting,stylized,0.882324
scene_79,00000010,impressionism,stylized,0.300049
scene_79,00000010,engraving,stylized,0.755859
scene_79,00000015,watercolor,stylized,0.385986
scene_79,00000015,oil_painting,stylized,0.655273
scene_79,00000015,impressionism,stylized,0.285889
scene_79,00000015,engraving,stylized,0.630371
scene_79,00000020,watercolor,stylized,0.375732
scene_79,00000020,oil_painting,stylized,0.809082
scene_79,00000020,impressionism,stylized,0.128174
scene_79,00000020,engraving,stylized,0.662109
scene_79,00000025,watercolor,stylized,0.474854
scene_79,00000025,oil_painting,stylized,0.855469
scene_79,00000025,impressionism,stylized,0.315918
scene_79,00000025,engraving,stylized,0.865234
scene_79,00000030,watercolor,stylized,0.636719
scene_79,00000030,oil_painting,stylized,0.875
scene_79,00000030,impressionism,stylized,0.42627
scene_79,00000030,engraving,stylized,0.84082
scene_79,00000035,watercolor,stylized,0.470703
scene_79,00000035,oil_painting,stylized,0.904785
scene_79,00000035,impressionism,stylized,0.300049
scene_79,00000035,engraving,stylized,0.845703
scene_79,00000040,watercolor,stylized,0.413086
scene_79,00000040,oil_painting,stylized,0.623047
scene_79,00000040,impressionism,stylized,0.39502
scene_79,00000040,engraving,stylized,0.587402
scene_79,00000045,watercolor,stylized,0.849609
scene_79,00000045,oil_painting,stylized,0.849121
scene_79,00000045,impressionism,stylized,0.84668
scene_79,00000045,engraving,stylized,0.753906
scene_79,00000050,watercolor,stylized,0.604492
scene_79,00000050,oil_painting,stylized,0.772949
scene_79,00000050,impressionism,stylized,0.701172
scene_79,00000050,engraving,stylized,0.797852
scene_79,00000055,watercolor,stylized,0.410889
scene_79,00000055,oil_painting,stylized,0.834961
scene_79,00000055,impressionism,stylized,0.51123
scene_79,00000055,engraving,stylized,0.852051
scene_79,00000060,watercolor,stylized,0.722168
scene_79,00000060,oil_painting,stylized,0.85498
scene_79,00000060,impressionism,stylized,0.539551
scene_79,00000060,engraving,stylized,0.77832
scene_79,00000065,watercolor,stylized,0.570801
scene_79,00000065,oil_painting,stylized,0.865234
scene_79,00000065,impressionism,stylized,0.757812
scene_79,00000065,engraving,stylized,0.782715
scene_79,00000070,watercolor,stylized,0.537109
scene_79,00000070,oil_painting,stylized,0.803711
scene_79,00000070,impressionism,stylized,0.431641
scene_79,00000070,engraving,stylized,0.663086
scene_79,00000075,watercolor,stylized,0.522461
scene_79,00000075,oil_painting,stylized,0.834961
scene_79,00000075,impressionism,stylized,0.312988
scene_79,00000075,engraving,stylized,0.705078
scene_79,00000080,watercolor,stylized,0.809082
scene_79,00000080,oil_painting,stylized,0.912109
scene_79,00000080,impressionism,stylized,0.891113
scene_79,00000080,engraving,stylized,0.855957
scene_79,00000085,watercolor,stylized,0.243286
scene_79,00000085,oil_painting,stylized,0.773926
scene_79,00000085,impressionism,stylized,0.134766
scene_79,00000085,engraving,stylized,0.702148
scene_79,00000090,watercolor,stylized,0.233643
scene_79,00000090,oil_painting,stylized,0.79541
scene_79,00000090,impressionism,stylized,0.759766
scene_79,00000090,engraving,stylized,0.609375
scene_79,00000095,watercolor,stylized,0.615234
scene_79,00000095,oil_painting,stylized,0.901367
scene_79,00000095,impressionism,stylized,0.809082
scene_79,00000095,engraving,stylized,0.805664
scene_79,00000100,watercolor,stylized,0.276367
scene_79,00000100,oil_painting,stylized,0.789062
scene_79,00000100,impressionism,stylized,0.199219
scene_79,00000100,engraving,stylized,0.521973
scene_79,00000105,watercolor,stylized,0.501953
scene_79,00000105,oil_painting,stylized,0.861328
scene_79,00000105,impressionism,stylized,0.867188
scene_79,00000105,engraving,stylized,0.879395
scene_79,00000110,watercolor,stylized,0.67041
scene_79,00000110,oil_painting,stylized,0.838867
scene_79,00000110,impressionism,stylized,0.687988
scene_79,00000110,engraving,stylized,0.780762
scene_79,00000115,watercolor,stylized,0.479248
scene_79,00000115,oil_painting,stylized,0.808594
scene_79,00000115,impressionism,stylized,0.562012
scene_79,00000115,engraving,stylized,0.758301
scene_8,00000000,watercolor,stylized,0.780762
scene_8,00000000,oil_painting,stylized,0.911133
scene_8,00000000,impressionism,stylized,0.669434
scene_8,00000000,engraving,stylized,0.73291
scene_8,00000005,watercolor,stylized,0.776855
scene_8,00000005,oil_painting,stylized,0.838867
scene_8,00000005,impressionism,stylized,0.702148
scene_8,00000005,engraving,stylized,0.543945
scene_8,00000010,watercolor,stylized,0.727051
scene_8,00000010,oil_painting,stylized,0.905762
scene_8,00000010,impressionism,stylized,0.742676
scene_8,00000010,engraving,stylized,0.564941
scene_8,00000015,watercolor,stylized,0.792969
scene_8,00000015,oil_painting,stylized,0.931641
scene_8,00000015,impressionism,stylized,0.710449
scene_8,00000015,engraving,stylized,0.375488
scene_8,00000020,watercolor,stylized,0.823242
scene_8,00000020,oil_painting,stylized,0.894043
scene_8,00000020,impressionism,stylized,0.80127
scene_8,00000020,engraving,stylized,0.650391
scene_8,00000025,watercolor,stylized,0.722168
scene_8,00000025,oil_painting,stylized,0.750488
scene_8,00000025,impressionism,stylized,0.583008
scene_8,00000025,engraving,stylized,0.701172
scene_8,00000030,watercolor,stylized,0.755371
scene_8,00000030,oil_painting,stylized,0.865234
scene_8,00000030,impressionism,stylized,0.587402
scene_8,00000030,engraving,stylized,0.538086
scene_8,00000035,watercolor,stylized,0.668457
scene_8,00000035,oil_painting,stylized,0.72998
scene_8,00000035,impressionism,stylized,0.719727
scene_8,00000035,engraving,stylized,0.309082
scene_8,00000040,watercolor,stylized,0.629883
scene_8,00000040,oil_painting,stylized,0.756836
scene_8,00000040,impressionism,stylized,0.519531
scene_8,00000040,engraving,stylized,0.525879
scene_8,00000045,watercolor,stylized,0.906738
scene_8,00000045,oil_painting,stylized,0.908203
scene_8,00000045,impressionism,stylized,0.750488
scene_8,00000045,engraving,stylized,0.516113
scene_8,00000050,watercolor,stylized,0.816895
scene_8,00000050,oil_painting,stylized,0.833984
scene_8,00000050,impressionism,stylized,0.794434
scene_8,00000050,engraving,stylized,0.594727
scene_8,00000055,watercolor,stylized,0.749023
scene_8,00000055,oil_painting,stylized,0.85498
scene_8,00000055,impressionism,stylized,0.825195
scene_8,00000055,engraving,stylized,0.395996
scene_8,00000060,watercolor,stylized,0.788574
scene_8,00000060,oil_painting,stylized,0.90918
scene_8,00000060,impressionism,stylized,0.746582
scene_8,00000060,engraving,stylized,0.652832
scene_8,00000065,watercolor,stylized,0.751953
scene_8,00000065,oil_painting,stylized,0.756348
scene_8,00000065,impressionism,stylized,0.724609
scene_8,00000065,engraving,stylized,0.46167
scene_8,00000070,watercolor,stylized,0.873047
scene_8,00000070,oil_painting,stylized,0.820801
scene_8,00000070,impressionism,stylized,0.805176
scene_8,00000070,engraving,stylized,0.34375
scene_8,00000075,watercolor,stylized,0.781738
scene_8,00000075,oil_painting,stylized,0.875
scene_8,00000075,impressionism,stylized,0.629883
scene_8,00000075,engraving,stylized,0.228516
scene_8,00000080,watercolor,stylized,0.771484
scene_8,00000080,oil_painting,stylized,0.935059
scene_8,00000080,impressionism,stylized,0.677246
scene_8,00000080,engraving,stylized,0.623535
scene_8,00000085,watercolor,stylized,0.824219
scene_8,00000085,oil_painting,stylized,0.978516
scene_8,00000085,impressionism,stylized,0.759277
scene_8,00000085,engraving,stylized,0.651367
scene_8,00000090,watercolor,stylized,0.800781
scene_8,00000090,oil_painting,stylized,0.920898
scene_8,00000090,impressionism,stylized,0.729492
scene_8,00000090,engraving,stylized,0.768555
scene_8,00000095,watercolor,stylized,0.765137
scene_8,00000095,oil_painting,stylized,0.916992
scene_8,00000095,impressionism,stylized,0.54541
scene_8,00000095,engraving,stylized,0.776855
scene_8,00000100,watercolor,stylized,0.930664
scene_8,00000100,oil_painting,stylized,0.928711
scene_8,00000100,impressionism,stylized,0.90918
scene_8,00000100,engraving,stylized,0.679199
scene_8,00000105,watercolor,stylized,0.605469
scene_8,00000105,oil_painting,stylized,0.79248
scene_8,00000105,impressionism,stylized,0.479248
scene_8,00000105,engraving,stylized,0.388672
scene_8,00000110,watercolor,stylized,0.725586
scene_8,00000110,oil_painting,stylized,0.900391
scene_8,00000110,impressionism,stylized,0.748535
scene_8,00000110,engraving,stylized,0.517578
scene_8,00000115,watercolor,stylized,0.884277
scene_8,00000115,oil_painting,stylized,0.949707
scene_8,00000115,impressionism,stylized,0.746582
scene_8,00000115,engraving,stylized,0.509277
scene_8,00000120,watercolor,stylized,0.614258
scene_8,00000120,oil_painting,stylized,0.873535
scene_8,00000120,impressionism,stylized,0.625977
scene_8,00000120,engraving,stylized,0.520996
scene_80,00000000,watercolor,stylized,0.682617
scene_80,00000000,oil_painting,stylized,0.801758
scene_80,00000000,impressionism,stylized,0.675781
scene_80,00000000,engraving,stylized,0.576172
scene_80,00000005,watercolor,stylized,0.720703
scene_80,00000005,oil_painting,stylized,0.775391
scene_80,00000005,impressionism,stylized,0.698242
scene_80,00000005,engraving,stylized,0.536621
scene_80,00000010,watercolor,stylized,0.671387
scene_80,00000010,oil_painting,stylized,0.739258
scene_80,00000010,impressionism,stylized,0.678223
scene_80,00000010,engraving,stylized,0.595703
scene_80,00000015,watercolor,stylized,0.584473
scene_80,00000015,oil_painting,stylized,0.60791
scene_80,00000015,impressionism,stylized,0.591309
scene_80,00000015,engraving,stylized,0.586914
scene_80,00000020,watercolor,stylized,0.683594
scene_80,00000020,oil_painting,stylized,0.519531
scene_80,00000020,impressionism,stylized,0.687012
scene_80,00000020,engraving,stylized,0.48999
scene_80,00000025,watercolor,stylized,0.685547
scene_80,00000025,oil_painting,stylized,0.734375
scene_80,00000025,impressionism,stylized,0.704102
scene_80,00000025,engraving,stylized,0.586426
scene_80,00000030,watercolor,stylized,0.654785
scene_80,00000030,oil_painting,stylized,0.717285
scene_80,00000030,impressionism,stylized,0.679688
scene_80,00000030,engraving,stylized,0.655762
scene_80,00000035,watercolor,stylized,0.643555
scene_80,00000035,oil_painting,stylized,0.712402
scene_80,00000035,impressionism,stylized,0.648438
scene_80,00000035,engraving,stylized,0.577148
scene_80,00000040,watercolor,stylized,0.653809
scene_80,00000040,oil_painting,stylized,0.686035
scene_80,00000040,impressionism,stylized,0.674805
scene_80,00000040,engraving,stylized,0.484863
scene_80,00000045,watercolor,stylized,0.672363
scene_80,00000045,oil_painting,stylized,0.706543
scene_80,00000045,impressionism,stylized,0.709473
scene_80,00000045,engraving,stylized,0.490967
scene_80,00000050,watercolor,stylized,0.705078
scene_80,00000050,oil_painting,stylized,0.65625
scene_80,00000050,impressionism,stylized,0.630859
scene_80,00000050,engraving,stylized,0.385986
scene_80,00000055,watercolor,stylized,0.648438
scene_80,00000055,oil_painting,stylized,0.661621
scene_80,00000055,impressionism,stylized,0.626465
scene_80,00000055,engraving,stylized,0.504883
scene_80,00000060,watercolor,stylized,0.695312
scene_80,00000060,oil_painting,stylized,0.698242
scene_80,00000060,impressionism,stylized,0.624023
scene_80,00000060,engraving,stylized,0.547852
scene_80,00000065,watercolor,stylized,0.705566
scene_80,00000065,oil_painting,stylized,0.745605
scene_80,00000065,impressionism,stylized,0.747559
scene_80,00000065,engraving,stylized,0.791504
scene_80,00000070,watercolor,stylized,0.649414
scene_80,00000070,oil_painting,stylized,0.638184
scene_80,00000070,impressionism,stylized,0.584473
scene_80,00000070,engraving,stylized,0.555664
scene_80,00000075,watercolor,stylized,0.643555
scene_80,00000075,oil_painting,stylized,0.668457
scene_80,00000075,impressionism,stylized,0.625
scene_80,00000075,engraving,stylized,0.606445
scene_80,00000080,watercolor,stylized,0.694336
scene_80,00000080,oil_painting,stylized,0.734375
scene_80,00000080,impressionism,stylized,0.6875
scene_80,00000080,engraving,stylized,0.449219
scene_80,00000085,watercolor,stylized,0.667969
scene_80,00000085,oil_painting,stylized,0.746582
scene_80,00000085,impressionism,stylized,0.671387
scene_80,00000085,engraving,stylized,0.631348
scene_80,00000090,watercolor,stylized,0.69043
scene_80,00000090,oil_painting,stylized,0.72998
scene_80,00000090,impressionism,stylized,0.677246
scene_80,00000090,engraving,stylized,0.629883
scene_80,00000095,watercolor,stylized,0.533203
scene_80,00000095,oil_painting,stylized,0.829102
scene_80,00000095,impressionism,stylized,0.568359
scene_80,00000095,engraving,stylized,0.481201
scene_80,00000100,watercolor,stylized,0.644043
scene_80,00000100,oil_painting,stylized,0.627441
scene_80,00000100,impressionism,stylized,0.555176
scene_80,00000100,engraving,stylized,0.682129
scene_80,00000105,watercolor,stylized,0.667969
scene_80,00000105,oil_painting,stylized,0.725098
scene_80,00000105,impressionism,stylized,0.625
scene_80,00000105,engraving,stylized,0.734863
scene_81,00000000,watercolor,stylized,0.82373
scene_81,00000000,oil_painting,stylized,0.916992
scene_81,00000000,impressionism,stylized,0.71582
scene_81,00000000,engraving,stylized,0.897949
scene_81,00000005,watercolor,stylized,0.834473
scene_81,00000005,oil_painting,stylized,0.852539
scene_81,00000005,impressionism,stylized,0.79248
scene_81,00000005,engraving,stylized,0.704102
scene_81,00000010,watercolor,stylized,0.825195
scene_81,00000010,oil_painting,stylized,0.852051
scene_81,00000010,impressionism,stylized,0.820801
scene_81,00000010,engraving,stylized,0.821289
scene_81,00000015,watercolor,stylized,0.835449
scene_81,00000015,oil_painting,stylized,0.906738
scene_81,00000015,impressionism,stylized,0.86084
scene_81,00000015,engraving,stylized,0.847168
scene_81,00000020,watercolor,stylized,0.846191
scene_81,00000020,oil_painting,stylized,0.905273
scene_81,00000020,impressionism,stylized,0.796875
scene_81,00000020,engraving,stylized,0.911133
scene_81,00000025,watercolor,stylized,0.304932
scene_81,00000025,oil_painting,stylized,0.68457
scene_81,00000025,impressionism,stylized,0.140747
scene_81,00000025,engraving,stylized,0.027435
scene_81,00000030,watercolor,stylized,0.862305
scene_81,00000030,oil_painting,stylized,0.908691
scene_81,00000030,impressionism,stylized,0.812012
scene_81,00000030,engraving,stylized,0.73584
scene_81,00000035,watercolor,stylized,0.896484
scene_81,00000035,oil_painting,stylized,0.929199
scene_81,00000035,impressionism,stylized,0.851562
scene_81,00000035,engraving,stylized,0.836914
scene_81,00000040,watercolor,stylized,0.878906
scene_81,00000040,oil_painting,stylized,0.924316
scene_81,00000040,impressionism,stylized,0.846191
scene_81,00000040,engraving,stylized,0.793945
scene_81,00000045,watercolor,stylized,0.881836
scene_81,00000045,oil_painting,stylized,0.899414
scene_81,00000045,impressionism,stylized,0.746582
scene_81,00000045,engraving,stylized,0.702148
scene_81,00000050,watercolor,stylized,0.84668
scene_81,00000050,oil_painting,stylized,0.832031
scene_81,00000050,impressionism,stylized,0.757324
scene_81,00000050,engraving,stylized,0.81543
scene_81,00000055,watercolor,stylized,0.864746
scene_81,00000055,oil_painting,stylized,0.929688
scene_81,00000055,impressionism,stylized,0.880371
scene_81,00000055,engraving,stylized,0.577637
scene_81,00000060,watercolor,stylized,0.88623
scene_81,00000060,oil_painting,stylized,0.893066
scene_81,00000060,impressionism,stylized,0.883789
scene_81,00000060,engraving,stylized,0.857422
scene_85,00000000,watercolor,stylized,0.686523
scene_85,00000000,oil_painting,stylized,0.885254
scene_85,00000000,impressionism,stylized,0.532715
scene_85,00000000,engraving,stylized,0.480225
scene_85,00000005,watercolor,stylized,0.723633
scene_85,00000005,oil_painting,stylized,0.848633
scene_85,00000005,impressionism,stylized,0.649902
scene_85,00000005,engraving,stylized,0.628418
scene_85,00000010,watercolor,stylized,0.577637
scene_85,00000010,oil_painting,stylized,0.822266
scene_85,00000010,impressionism,stylized,0.439697
scene_85,00000010,engraving,stylized,0.729492
scene_85,00000015,watercolor,stylized,0.649902
scene_85,00000015,oil_painting,stylized,0.828125
scene_85,00000015,impressionism,stylized,0.682129
scene_85,00000015,engraving,stylized,0.571289
scene_85,00000020,watercolor,stylized,0.770508
scene_85,00000020,oil_painting,stylized,0.831055
scene_85,00000020,impressionism,stylized,0.755859
scene_85,00000020,engraving,stylized,0.523438
scene_85,00000025,watercolor,stylized,0.584473
scene_85,00000025,oil_painting,stylized,0.715332
scene_85,00000025,impressionism,stylized,0.563477
scene_85,00000025,engraving,stylized,0.559082
scene_85,00000030,watercolor,stylized,0.708008
scene_85,00000030,oil_painting,stylized,0.85498
scene_85,00000030,impressionism,stylized,0.665527
scene_85,00000030,engraving,stylized,0.688477
scene_85,00000035,watercolor,stylized,0.537109
scene_85,00000035,oil_painting,stylized,0.751465
scene_85,00000035,impressionism,stylized,0.501953
scene_85,00000035,engraving,stylized,0.749023
scene_85,00000040,watercolor,stylized,0.785156
scene_85,00000040,oil_painting,stylized,0.924316
scene_85,00000040,impressionism,stylized,0.668457
scene_85,00000040,engraving,stylized,0.599609
scene_85,00000045,watercolor,stylized,0.564453
scene_85,00000045,oil_painting,stylized,0.776855
scene_85,00000045,impressionism,stylized,0.664062
scene_85,00000045,engraving,stylized,0.723633
scene_85,00000050,watercolor,stylized,0.642578
scene_85,00000050,oil_painting,stylized,0.81543
scene_85,00000050,impressionism,stylized,0.551758
scene_85,00000050,engraving,stylized,0.615234
scene_85,00000055,watercolor,stylized,0.561035
scene_85,00000055,oil_painting,stylized,0.883789
scene_85,00000055,impressionism,stylized,0.55957
scene_85,00000055,engraving,stylized,0.589844
scene_85,00000060,watercolor,stylized,0.664062
scene_85,00000060,oil_painting,stylized,0.804688
scene_85,00000060,impressionism,stylized,0.728516
scene_85,00000060,engraving,stylized,0.540527
scene_85,00000065,watercolor,stylized,0.376221
scene_85,00000065,oil_painting,stylized,0.733398
scene_85,00000065,impressionism,stylized,0.568359
scene_85,00000065,engraving,stylized,0.616699
scene_85,00000070,watercolor,stylized,0.736328
scene_85,00000070,oil_painting,stylized,0.816406
scene_85,00000070,impressionism,stylized,0.539551
scene_85,00000070,engraving,stylized,0.669434
scene_85,00000075,watercolor,stylized,0.564941
scene_85,00000075,oil_painting,stylized,0.85791
scene_85,00000075,impressionism,stylized,0.473633
scene_85,00000075,engraving,stylized,0.429443
scene_85,00000080,watercolor,stylized,0.649414
scene_85,00000080,oil_painting,stylized,0.804199
scene_85,00000080,impressionism,stylized,0.669922
scene_85,00000080,engraving,stylized,0.665039
scene_85,00000085,watercolor,stylized,0.427734
scene_85,00000085,oil_painting,stylized,0.880859
scene_85,00000085,impressionism,stylized,0.672852
scene_85,00000085,engraving,stylized,0.737305
scene_85,00000090,watercolor,stylized,0.693359
scene_85,00000090,oil_painting,stylized,0.812012
scene_85,00000090,impressionism,stylized,0.626465
scene_85,00000090,engraving,stylized,0.715332
scene_85,00000095,watercolor,stylized,0.674805
scene_85,00000095,oil_painting,stylized,0.883301
scene_85,00000095,impressionism,stylized,0.557129
scene_85,00000095,engraving,stylized,0.612793
scene_85,00000100,watercolor,stylized,0.508789
scene_85,00000100,oil_painting,stylized,0.625
scene_85,00000100,impressionism,stylized,0.587402
scene_85,00000100,engraving,stylized,0.515137
scene_87,00000000,watercolor,stylized,0.821289
scene_87,00000000,oil_painting,stylized,0.89502
scene_87,00000000,impressionism,stylized,0.668945
scene_87,00000000,engraving,stylized,0.583496
scene_87,00000005,watercolor,stylized,0.885254
scene_87,00000005,oil_painting,stylized,0.905762
scene_87,00000005,impressionism,stylized,0.772949
scene_87,00000005,engraving,stylized,0.688965
scene_87,00000010,watercolor,stylized,0.838379
scene_87,00000010,oil_painting,stylized,0.913574
scene_87,00000010,impressionism,stylized,0.541504
scene_87,00000010,engraving,stylized,0.734863
scene_87,00000015,watercolor,stylized,0.684082
scene_87,00000015,oil_painting,stylized,0.902832
scene_87,00000015,impressionism,stylized,0.630859
scene_87,00000015,engraving,stylized,0.629395
scene_87,00000020,watercolor,stylized,0.902344
scene_87,00000020,oil_painting,stylized,0.925293
scene_87,00000020,impressionism,stylized,0.724121
scene_87,00000020,engraving,stylized,0.720215
scene_87,00000025,watercolor,stylized,0.746094
scene_87,00000025,oil_painting,stylized,0.782227
scene_87,00000025,impressionism,stylized,0.533691
scene_87,00000025,engraving,stylized,0.528809
scene_87,00000030,watercolor,stylized,0.914062
scene_87,00000030,oil_painting,stylized,0.947754
scene_87,00000030,impressionism,stylized,0.742188
scene_87,00000030,engraving,stylized,0.804199
scene_87,00000035,watercolor,stylized,0.856445
scene_87,00000035,oil_painting,stylized,0.89209
scene_87,00000035,impressionism,stylized,0.656738
scene_87,00000035,engraving,stylized,0.762695
scene_87,00000040,watercolor,stylized,0.879395
scene_87,00000040,oil_painting,stylized,0.906738
scene_87,00000040,impressionism,stylized,0.789062
scene_87,00000040,engraving,stylized,0.847656
scene_87,00000045,watercolor,stylized,0.833008
scene_87,00000045,oil_painting,stylized,0.891602
scene_87,00000045,impressionism,stylized,0.644043
scene_87,00000045,engraving,stylized,0.721191
scene_87,00000050,watercolor,stylized,0.819824
scene_87,00000050,oil_painting,stylized,0.883789
scene_87,00000050,impressionism,stylized,0.664551
scene_87,00000050,engraving,stylized,0.731934
scene_87,00000055,watercolor,stylized,0.915527
scene_87,00000055,oil_painting,stylized,0.939453
scene_87,00000055,impressionism,stylized,0.62207
scene_87,00000055,engraving,stylized,0.658203
scene_87,00000060,watercolor,stylized,0.883789
scene_87,00000060,oil_painting,stylized,0.929199
scene_87,00000060,impressionism,stylized,0.647461
scene_87,00000060,engraving,stylized,0.707031
scene_87,00000065,watercolor,stylized,0.93457
scene_87,00000065,oil_painting,stylized,0.934082
scene_87,00000065,impressionism,stylized,0.616211
scene_87,00000065,engraving,stylized,0.661133
scene_89,00000000,watercolor,stylized,0.555664
scene_89,00000000,oil_painting,stylized,0.600586
scene_89,00000000,impressionism,stylized,0.709473
scene_89,00000000,engraving,stylized,0.506348
scene_89,00000005,watercolor,stylized,0.665527
scene_89,00000005,oil_painting,stylized,0.734863
scene_89,00000005,impressionism,stylized,0.597168
scene_89,00000005,engraving,stylized,0.619141
scene_89,00000010,watercolor,stylized,0.694336
scene_89,00000010,oil_painting,stylized,0.916016
scene_89,00000010,impressionism,stylized,0.668457
scene_89,00000010,engraving,stylized,0.688965
scene_89,00000015,watercolor,stylized,0.682617
scene_89,00000015,oil_painting,stylized,0.803223
scene_89,00000015,impressionism,stylized,0.50293
scene_89,00000015,engraving,stylized,0.542969
scene_89,00000020,watercolor,stylized,0.635254
scene_89,00000020,oil_painting,stylized,0.879883
scene_89,00000020,impressionism,stylized,0.64209
scene_89,00000020,engraving,stylized,0.598633
scene_89,00000025,watercolor,stylized,0.706055
scene_89,00000025,oil_painting,stylized,0.895996
scene_89,00000025,impressionism,stylized,0.670898
scene_89,00000025,engraving,stylized,0.650879
scene_89,00000030,watercolor,stylized,0.632324
scene_89,00000030,oil_painting,stylized,0.871094
scene_89,00000030,impressionism,stylized,0.558594
scene_89,00000030,engraving,stylized,0.633789
scene_89,00000035,watercolor,stylized,0.72998
scene_89,00000035,oil_painting,stylized,0.769043
scene_89,00000035,impressionism,stylized,0.662598
scene_89,00000035,engraving,stylized,0.649902
scene_89,00000040,watercolor,stylized,0.671875
scene_89,00000040,oil_painting,stylized,0.758301
scene_89,00000040,impressionism,stylized,0.55957
scene_89,00000040,engraving,stylized,0.65625
scene_89,00000045,watercolor,stylized,0.54541
scene_89,00000045,oil_painting,stylized,0.85498
scene_89,00000045,impressionism,stylized,0.581543
scene_89,00000045,engraving,stylized,0.531738
scene_89,00000050,watercolor,stylized,0.506836
scene_89,00000050,oil_painting,stylized,0.739746
scene_89,00000050,impressionism,stylized,0.545898
scene_89,00000050,engraving,stylized,0.713379
scene_89,00000055,watercolor,stylized,0.672363
scene_89,00000055,oil_painting,stylized,0.810547
scene_89,00000055,impressionism,stylized,0.56543
scene_89,00000055,engraving,stylized,0.604492
scene_89,00000060,watercolor,stylized,0.612305
scene_89,00000060,oil_painting,stylized,0.827148
scene_89,00000060,impressionism,stylized,0.664062
scene_89,00000060,engraving,stylized,0.605469
scene_89,00000065,watercolor,stylized,0.721191
scene_89,00000065,oil_painting,stylized,0.820801
scene_89,00000065,impressionism,stylized,0.630371
scene_89,00000065,engraving,stylized,0.609375
scene_89,00000070,watercolor,stylized,0.603027
scene_89,00000070,oil_painting,stylized,0.808594
scene_89,00000070,impressionism,stylized,0.580078
scene_89,00000070,engraving,stylized,0.680176
scene_89,00000075,watercolor,stylized,0.60791
scene_89,00000075,oil_painting,stylized,0.897461
scene_89,00000075,impressionism,stylized,0.59668
scene_89,00000075,engraving,stylized,0.599609
scene_89,00000080,watercolor,stylized,0.569336
scene_89,00000080,oil_painting,stylized,0.778809
scene_89,00000080,impressionism,stylized,0.653809
scene_89,00000080,engraving,stylized,0.600098
